"text","label"
"UK schools face unprecedented budget cuts as education minister unveils new funding formula","education"
"Universities face backlash over rising tuition fees and student debt.","education"
"Scotland reports highest daily COVID-19 cases since August","health"
"UK's health system under strain as demand for care surges.","health"
"UK intelligence agencies share intelligence with counterparts abroad","security"
"UK security agencies step up surveillance powers","security"
"UK invests £1bn in offshore wind power.","climate"
"Government announces plans to boost tech innovation and entrepreneurship","tech-policy"
"Scientists Call for Immediate Action on Climate Change","climate"
"'Climate crisis' causes world's oceans to warm at unprecedented rate","climate"
"Tech giants face pressure to pay UK tax as profits rise.","tech-policy"
"UK regulators crack down on tech giants over advertising","tech-policy"
"UK sees 10th warmest year on record as global temperatures continue to rise","climate"
"Government introduces new cybersecurity measures","security"
"Online retailers face new regulations to ensure fair pricing and consumer protection","tech-policy"
"UK cities at 'high risk' of flooding","climate"
"UK schools hit by teacher shortages as education system under pressure","education"
"UK schools criticized for lack of diversity and inclusion","education"
"Campaign launched to raise awareness of the dangers of smoking and tobacco use.","health"
"UK government to launch tech policy review amid growing concerns about regulation","tech-policy"
"A-level exam results show 'significant' drop in pass rates for 2022","education"
"Police raid extremist groups in Manchester and Birmingham.","security"
"New research highlights the importance of early intervention in mental health","health"
"Parents demand greater transparency in school spending","education"
"Brexit could lead to UK losing access to EU tech data","tech-policy"
"UK's ageing population puts pressure on healthcare system","health"
"UK government launches review of university funding system","education"
"NHS under pressure as winter illness season begins","health"
"UK government announces new measures to improve national security","security"
"UK obesity rates soar to record levels","health"
"New vaccine trial to begin in UK amid rising cases.","health"
"London police increase security measures after stabbing spike","security"
"Climate activists march on Westminster as UK faces heatwave","climate"
"UK students call for greater diversity in higher education","education"
"UK sees rise in cases of antibiotic-resistant infections","health"
"Teachers' Union Calls for Action to Address Mental Health Crisis in Education","education"
"Parents demand more transparency on school admissions","education"
"New treatment options for chronic pain approved by UK health regulator","health"
"Schools in England face funding cuts of up to 10%","education"
"New cancer drug shows promising results in clinical trial","health"
"UK Police Arrest Six Over Extremist Plot to Attack Parliament","security"
"London Metropolitan Police launch major operation to increase security in the city","security"
"UK universities face backlash over international student fees","education"
"Tech giants under fire over fake news spreading on platforms","tech-policy"
"Parents protest against school closure in rural area","education"
"Climate change is already affecting our health, say leading doctors","climate"
"UK government proposes new tech regulations to protect citizens' privacy","tech-policy"
"New Cybersecurity Measures Unveiled by UK Government","security"
"Tech giants face backlash over tax avoidance practices","tech-policy"
"Police In Northern Ireland Increase Security Measures.","security"
"UK government to fund tech policy research","tech-policy"
"NHS bosses under pressure as patient wait times soar","health"
"UK government to invest in tech education to boost digital skills","tech-policy"
"Experts call for urgent action","health"
"Government faces backlash over new NHS funding plan","health"
"UK heatwave could last two weeks, scientists warn","climate"
"Scientists Warn Climate Emergency Could Spark Food and Water Crises in UK","climate"
"Tech Companies Urge UK Government to Invest in Education and Training to Boost Digital Skills","tech-policy"
"Health Officials Warn of Increased Risk of Influenza This Winter","health"
"UK Government Announces New Security Measures to Combat Terrorism","security"
"UK heatwaves and droughts set to become more frequent and intense","climate"
"Security forces launch major raid in London.","security"
"Scientists warn of potential fourth wave of covid infections","health"
"Education inequality is a time bomb waiting to explode","education"
"Wales announces new measures to curb COVID-19 spread","health"
"Protests erupt across the world as climate change talks begin.","climate"
"UK security forces on high alert after terror plot discovery","security"
"University Admissions Scandal Exposes Flaws in Educational System","education"
"UK tech policy under fire as job losses mount in sector","tech-policy"
"Student protests continue as universities face rising fees and cuts","education"
"Extreme weather events become more frequent and severe, says Met Office","climate"
"UK's net-zero emissions target could be missed by 2030, report warns","climate"
"Green energy revolution set to transform UK power sector.","climate"
